Product_ID,Brand,Model,Country,Price_USD,Rating,Num_Reviews,RAM_GB,Storage_GB,Battery_mAh,Camera_MP,Screen_Size_inch,Weight_g,Processor_Score,Release_Year,5G_Support,Wireless_Charging,Fast_Charging,Water_Resistant,Engagement_Score,Price_per_RAM,Price_per_Storage,Camera_Score,Battery_Efficiency,Feature_Score,Value_Score,Product_Age,Brand_Original,Country_Original,Brand_Encoded,Country_Encoded,Price_USD_scaled,Rating_scaled,RAM_GB_scaled,Storage_GB_scaled,Battery_mAh_scaled,Camera_MP_scaled,Screen_Size_inch_scaled,Weight_g_scaled,Processor_Score_scaled,5G_Support_scaled,Wireless_Charging_scaled,Fast_Charging_scaled,Water_Resistant_scaled,Engagement_Score_scaled,Brand_Encoded_scaled,Country_Encoded_scaled,Feature_Score_scaled,Value_Score_scaled
MOB_00102,Samsung,Samsung Pro14,South Korea,1236.28,4.63,4255,12,256,4500,108,6.7,168,9,2019,1,0,1,1,100.0,103.02,4.83,5.4,26.79,6.61,0.53,6,Samsung,South Korea,11,3,2.250068134857191,2.0006251478681794,1.272823976948271,-0.061252973073010995,0.23280146589621215,1.3195608861947974,1.0819883715770091,-1.1585936805161539,1.1712579971480472,0.7660353965726082,-0.8272156395316244,0.42168967004442715,1.0025477748298712,1.3205981295815077,0.9627805998302056,0.3826960242932393,1.145732299858827,-1.2547851439140247
MOB_00433,Huawei,Huawei S2,China,885.24,3.55,403,8,256,4000,48,6.7,201,8,2021,1,0,1,1,55.34,110.66,3.46,2.4,19.9,5.17,0.58,4,Huawei,China,4,0,1.0435865650808887,-0.3054146222765781,0.06163796498538844,-0.061252973073010995,-0.6469194581154367,-0.20221506896366306,1.0819883715770091,0.017410189141355455,0.679654871965581,0.7660353965726082,-0.8272156395316244,0.42168967004442715,1.0025477748298712,-1.6593353076923405,-0.6548554527753903,-1.1212993511791913,0.18584714517688183,-1.1122508749265658
MOB_00310,OnePlus,OnePlus X5,China,537.78,3.99,4617,12,256,4000,108,6.7,211,7,2021,1,1,1,1,100.0,44.82,2.1,5.4,18.96,6.07,1.13,4,OnePlus,China,8,0,-0.1505909823053749,0.634083061856472,1.272823976948271,-0.061252973073010995,-0.6469194581154367,1.3195608861947974,1.0819883715770091,0.37377499812847953,0.18805174678311484,0.7660353965726082,1.2088746297956932,0.42168967004442715,1.0025477748298712,1.3205981295815077,0.2695080058563788,-1.1212993511791913,0.7857753668530977,0.45562608393548415
MOB_00110,Samsung,Samsung S12,South Korea,692.67,3.61,3064,6,512,4500,64,6.3,205,9,2024,1,1,1,0,85.2,115.44,1.35,3.2,21.95,5.92,0.85,1,Samsung,South Korea,11,3,0.3817470143407379,-0.17730130171298036,-0.5439550409960529,1.045524885211738,0.23280146589621215,0.2035918524119264,-0.29710815824925646,0.15995611273620508,1.1712579971480472,0.7660353965726082,1.2088746297956932,0.42168967004442715,-0.997458699830735,0.3330698073322254,0.9627805998302056,0.3826960242932393,0.6857873299070615,-0.3425658223942866
MOB_01002,Asus,Asus Pro14,Taiwan,943.6,3.88,2399,8,512,5000,64,6.5,231,10,2020,1,1,1,0,80.65,117.95,1.84,3.2,21.65,6.5,0.69,5,Asus,Taiwan,1,4,1.244162751305094,0.399208640823209,0.06163796498538844,1.045524885211738,1.112522389907861,0.2035918524119264,0.3924401066638763,1.0865046161027276,1.6628611223305134,0.7660353965726082,1.2088746297956932,0.42168967004442715,-0.997458699830735,0.029471573127209685,-1.3481280467492172,0.8840278161173828,1.0724077394317337,-0.7986754831541558
MOB_00943,Asus,Asus Max19,Taiwan,962.16,4.19,3242,16,512,4500,48,6.8,210,8,2021,1,1,0,1,96.67,60.14,1.88,2.4,21.43,6.81,0.71,4,Asus,Taiwan,1,4,1.3079512025785902,1.0611274637351311,2.4840099889111538,1.045524885211738,0.23280146589621215,-0.20221506896366306,1.4267625040335739,0.3381385172297671,0.679654871965581,0.7660353965726082,1.2088746297956932,-2.371412133227368,1.0025477748298712,1.0984042570754193,-1.3481280467492172,0.8840278161173828,1.2790496824535411,-0.7416617755591721
MOB_00232,Xiaomi,Xiaomi Ultra10,China,322.42,3.22,3268,6,128,4000,16,6.1,223,7,2020,0,0,0,0,82.05,53.74,2.52,0.8,17.94,3.65,1.13,5,Xiaomi,China,14,0,-0.8907569772547379,-1.0100378853763643,-0.5439550409960529,-0.6146419022153856,-0.6469194581154367,-1.013828911714842,-0.9866564231623892,0.8014127689130284,0.18805174678311484,-1.3054227056271743,-0.8272156395316244,-2.371412133227368,-0.997458699830735,0.12288641442106017,1.6560531938040324,-1.1212993511791913,-0.8273649625429489,0.45562608393548415
MOB_00050,Apple,Apple Lite19,USA,1348.91,4.2,3459,12,256,4500,48,6.8,227,10,2025,1,1,1,1,96.42,112.41,5.27,2.4,19.82,6.21,0.46,0,Apple,USA,0,5,2.637163677256647,1.0824796838290636,1.272823976948271,-0.061252973073010995,0.23280146589621215,-0.20221506896366306,1.4267625040335739,0.943958692507878,1.6628611223305134,0.7660353965726082,1.2088746297956932,0.42168967004442715,1.0025477748298712,1.0817230354158032,-1.5792189114071593,1.3853596079415265,0.8790975346693977,-1.4543331204964673
MOB_00786,Nokia,Nokia A15,Finland,80.01,3.52,898,6,32,3000,12,5.5,210,2,2025,0,0,0,0,55.51,13.34,2.5,0.6,14.29,2.15,2.69,0,Nokia,Finland,7,1,-1.7238905156819069,-0.3694712825583765,-0.5439550409960529,-1.0296835990721664,-2.4063613061387343,-1.1152806420587393,-3.0553012179017847,0.3381385172297671,-2.2699638791292163,-1.3054227056271743,-0.8272156395316244,-2.371412133227368,-0.997458699830735,-1.647992076963802,0.038417141198436526,-0.6199675593550478,-1.8272453320033082,4.902695276344208
MOB_00747,Motorola,Motorola Neo8,USA,544.72,3.57,4997,12,256,5000,108,6.5,232,8,2022,0,0,1,1,100.0,45.39,2.13,5.4,21.55,6.04,1.11,3,Motorola,USA,6,5,-0.12673905063306518,-0.2627101820887122,1.272823976948271,-0.061252973073010995,1.112522389907861,1.3195608861947974,0.3924401066638763,1.12214109700144,0.679654871965581,-1.3054227056271743,-0.8272156395316244,0.42168967004442715,1.0025477748298712,1.3205981295815077,-0.19267372345950573,1.3853596079415265,0.7657777594638903,0.39861237634050106
MOB_00899,Sony,Sony M14,Japan,953.18,4.07,198,16,512,4000,64,6.5,240,9,2020,0,0,1,1,59.05,59.57,1.86,3.2,16.67,6.53,0.69,5,Sony,Japan,12,2,1.2770880402706162,0.8049008226079356,2.4840099889111538,1.045524885211738,-0.6469194581154367,0.2035918524119264,0.3924401066638763,1.4072329441911393,1.1712579971480472,-1.3054227056271743,-0.8272156395316244,0.42168967004442715,1.0025477748298712,-1.4117859782636357,1.1938714644881478,-0.11863576753090423,1.0924053468209411,-0.7986754831541558
MOB_00568,Vivo,Vivo Ultra16,China,257.31,3.4,3588,6,64,3500,48,6.3,153,6,2025,0,0,1,0,91.7,42.88,4.02,2.4,22.88,3.51,1.36,0,Vivo,China,13,0,-1.1145320883763623,-0.625697923685572,-0.5439550409960529,-0.8913363667865728,-1.5266403821270855,-0.20221506896366306,-0.29710815824925646,-1.69314089399684,-0.30355137839935137,-1.3054227056271743,-0.8272156395316244,0.42168967004442715,-0.997458699830735,0.7667815704822482,1.42496232914609,-1.1212993511791913,-0.9206871303592492,1.1112837212777966
MOB_00156,Samsung,Samsung Max7,South Korea,1305.76,4.11,1862,12,512,5500,48,6.8,244,8,2019,1,1,1,1,85.76,108.81,2.55,2.4,22.54,6.58,0.5,6,Samsung,South Korea,11,3,2.4888624018012924,0.8903097029836675,1.272823976948271,1.045524885211738,1.99224331391951,-0.20221506896366306,1.4267625040335739,1.549778867785989,0.679654871965581,0.7660353965726082,1.2088746297956932,0.42168967004442715,1.0025477748298712,0.37043574384976596,0.9627805998302056,0.3826960242932393,1.1257346924696197,-1.3403057053065004
MOB_00559,Vivo,Vivo Max14,China,278.99,4.46,66,8,128,3500,32,6.5,201,7,2019,0,0,1,0,67.27,34.87,2.18,1.6,17.41,3.92,1.41,6,Vivo,China,13,0,-1.0400205784836143,1.6376374062713195,0.06163796498538844,-0.6146419022153856,-1.5266403821270855,-0.6080219903392525,0.3924401066638763,0.017410189141355455,0.18805174678311484,-1.3054227056271743,-0.8272156395316244,0.42168967004442715,-0.997458699830735,-0.8633074100954532,1.42496232914609,-1.1212993511791913,-0.6473864960400842,1.2538179902652553
MOB_00886,Sony,Sony Plus16,Japan,615.27,3.82,2054,6,128,4000,108,6.3,169,8,2019,1,1,1,1,86.32,102.54,4.81,5.4,23.67,5.27,0.86,6,Sony,Japan,12,2,0.11573267551699766,0.27109532025961125,-0.5439550409960529,-0.6146419022153856,-0.6469194581154367,1.3195608861947974,-0.29710815824925646,-1.1229571996174414,0.679654871965581,0.7660353965726082,1.2088746297956932,0.42168967004442715,1.0025477748298712,0.40780168036730563,1.1938714644881478,-0.11863576753090423,0.2525058364742389,-0.3140589685967948
MOB_00079,Apple,Apple Ultra3,USA,544.075,4.55,305,12,128,5000,64,6.5,157,9,2025,1,1,1,1,73.67,45.34,4.25,3.2,31.85,6.05,1.11,0,Apple,USA,0,5,-0.1289558367899296,1.8298073871167158,1.272823976948271,-0.6146419022153856,1.112522389907861,0.2035918524119264,0.3924401066638763,-1.5505949704019903,1.1712579971480472,0.7660353965726082,1.2088746297956932,0.42168967004442715,1.0025477748298712,-0.4362681356092765,-1.5792189114071593,1.3853596079415265,0.7724436285936259,0.39861237634050106
MOB_00271,OnePlus,OnePlus Lite18,China,822.16,4.13,3026,8,512,5000,108,6.7,241,9,2019,0,1,0,1,86.56,102.77,1.61,5.4,20.75,6.24,0.76,6,OnePlus,China,8,0,0.8267883158173028,0.9330141431715324,0.06163796498538844,1.045524885211738,1.112522389907861,1.3195608861947974,1.0819883715770091,1.4428694250898517,1.1712579971480472,-1.3054227056271743,1.2088746297956932,-2.371412133227368,1.0025477748298712,0.4238156531605378,0.2695080058563788,-1.1212993511791913,0.899095142058605,-0.599127506571713
MOB_00209,Xiaomi,Xiaomi Neo1,China,781.71,4.42,102,6,512,5000,48,6.3,202,6,2020,1,1,1,0,67.9,130.28,1.53,2.4,24.75,5.29,0.68,5,Xiaomi,China,14,0,0.6877666103209169,1.5522285258955877,-0.5439550409960529,1.045524885211738,1.112522389907861,-0.20221506896366306,-0.29710815824925646,0.05304667004006786,-0.30355137839935137,0.7660353965726082,1.2088746297956932,0.42168967004442715,-0.997458699830735,-0.8212707315132195,1.6560531938040324,-1.1212993511791913,0.26583757473371067,-0.8271823369516474
MOB_00245,Xiaomi,Xiaomi Plus8,China,467.71,4.17,1389,6,64,4500,48,6.3,183,4,2021,0,0,0,1,80.85,77.95,7.31,2.4,24.59,3.38,0.72,4,Xiaomi,China,14,0,-0.3914130071293992,1.0184230235472642,-0.5439550409960529,-0.8913363667865728,0.23280146589621215,-0.20221506896366306,-0.29710815824925646,-0.6240464670354678,-1.2867576287642837,-1.3054227056271743,-0.8272156395316244,-2.371412133227368,1.0025477748298712,0.04281655045490193,1.6560531938040324,-1.1212993511791913,-1.0073434290458136,-0.7131549217616803
MOB_00923,Sony,Sony Neo17,Japan,598.63,3.86,2305,12,256,4500,48,6.5,236,8,2024,1,1,1,1,75.81,49.89,2.34,2.4,19.07,5.81,0.97,1,Sony,Japan,12,2,0.05854302954765613,0.35650420063534305,1.272823976948271,-0.061252973073010995,0.23280146589621215,-0.20221506896366306,0.3924401066638763,1.2646870205962897,0.679654871965581,0.7660353965726082,1.2088746297956932,0.42168967004442715,1.0025477748298712,-0.2934768782029613,1.1938714644881478,-0.11863576753090423,0.6124627694799682,-0.00048357682438477945
MOB_00129,Samsung,Samsung Lite1,South Korea,1389.68,4.71,4661,16,512,5000,200,6.8,188,9,2025,0,1,1,1,100.0,86.86,2.71,10.0,26.6,8.16,0.59,0,Samsung,South Korea,11,3,2.777285183637059,2.171442908619643,2.4840099889111538,1.045524885211738,1.112522389907861,3.652950684104437,1.4267625040335739,-0.4458640625419058,1.1712579971480472,-1.3054227056271743,1.2088746297956932,0.42168967004442715,1.0025477748298712,1.3205981295815077,0.9627805998302056,0.3826960242932393,2.178942014967865,-1.083744021129074
MOB_00885,Sony,Sony Max10,Japan,490.92,3.55,2885,6,64,3500,48,6.1,208,7,2020,1,0,1,0,84.86,81.82,7.67,2.4,16.83,4.21,0.86,5,Sony,Japan,12,2,-0.3116430742599028,-0.3054146222765781,-0.5439550409960529,-0.8913363667865728,-1.5266403821270855,-0.20221506896366306,-0.9866564231623892,0.2668655554323423,0.18805174678311484,0.7660353965726082,-0.8272156395316244,0.42168967004442715,-0.997458699830735,0.3103833458751471,1.1938714644881478,-0.11863576753090423,-0.45407629127774807,-0.3140589685967948
MOB_01075,LG,LG S16,South Korea,544.075,3.46,1172,4,64,4500,16,6.3,190,5,2025,1,0,1,1,55.4,136.02,8.5,0.8,23.68,3.51,0.65,0,LG,South Korea,5,3,-0.1289558367899296,-0.4975846031219743,-1.1495480469774941,-0.8913363667865728,0.23280146589621215,-1.013828911714842,-0.29710815824925646,-0.374591100744481,-0.7951545035818175,0.7660353965726082,-0.8272156395316244,0.42168967004442715,1.0025477748298712,-1.655331814494033,-0.423764588117448,0.3826960242932393,-0.9206871303592492,-0.9127028983441229
MOB_00368,Google,Google Lite5,USA,533.91,4.21,1242,12,512,4000,48,6.5,243,6,2025,1,1,1,1,77.93,44.49,1.04,2.4,16.46,5.77,1.08,0,Google,USA,2,5,-0.16389169924656194,1.103831903922996,1.272823976948271,1.045524885211738,-0.6469194581154367,-0.20221506896366306,0.3924401066638763,1.5141423868872765,-0.30355137839935137,0.7660353965726082,1.2088746297956932,0.42168967004442715,1.0025477748298712,-0.15202011852941513,-1.1170371820912748,1.3853596079415265,0.5857992929610253,0.3130918149480255
MOB_00738,Motorola,Motorola Plus8,USA,113.91,2.89,1119,6,128,3000,32,5.5,208,4,2020,0,0,0,0,57.78,18.98,0.89,1.6,14.42,2.94,2.58,5,Motorola,USA,6,5,-1.607380359530424,-1.7146611484761514,-0.5439550409960529,-0.6146419022153856,-2.4063613061387343,-0.6080219903392525,-3.0553012179017847,0.2668655554323423,-1.2867576287642837,-1.3054227056271743,-0.8272156395316244,-2.371412133227368,-0.997458699830735,-1.496526584294486,-0.19267372345950573,1.3853596079415265,-1.3006416707541857,4.589119884571799
